,Tweet,Label
64,"#DRDOUpdates | Some snapshots of public visit to the #DRDO pavilion, HEC Hall No. 10 at #DefExpo22

#PathToPride 

@DefenceMinIndia 
@SpokespersonMoD https://t.co/1f2JoAwK6l",Technology
65,"#DRDOUpdates | #DRDO outdoor display at HEC during #DefExpo22.

#PathToPride
@DefenceMinIndia 
@SpokespersonMoD https://t.co/uUqw0AvBHI",Technology
66,"#DRDOUpdates | Day 3 of #DefExpo2022  at DRDO Pavillion 

#PathToPride 

@DefenceMinIndia 
@SpokespersonMoD https://t.co/jn8eGmb4aB",Technology
67,"#DRDOUpdates | Hon’ble RM released a book titled ""Compilation of 8 Years Major Achievements of DRDO, Ministry of Defence (2014-2022)"" during #DefExpo22. The book featured DRDO achievements including major launches, flight trials, ToTs, DRDO-industry-academia collaboration etc. https://t.co/Wc8Mgwz4PM",Technology
68,"#DRDOUpdates | Day 3 #DefExpo22, Hon’ble Raksha Mantri graced the DRDO Seminar on “Aatmanirbharta in Defence R&amp;D – Synergistic Approach”with his presence. Hon’ble Raksha Rajya Mantri, Chairman DRDO, CNS &amp; SA to RM were also present

@DefenceMinIndia 
@SpokespersonMoD https://t.co/iLESj5z4Z1",Technology
69,"#DRDOUpdates | Day 1 highlights of #DRDO activities at #DefExpo2022 

#PathtoPride  
@DefenceMinIndia 
@SpokespersonMoD https://t.co/LkwVWBKDzw",Technology
70,"#DRDOUpdates | On Day 3 of #DefExpo22, #DRDO will organise a seminar on “Aatmanirbharta in Defence R&amp;D -Synergistic Approach”
@DefenceMinIndia 
@SpokespersonMoD https://t.co/RcFydfeVlL",Technology
71,"#DRDOUpdates | Highlights from the #DefExpo22, where we witnessed a variety of experiences including dignitary visits to #DRDO 

#Pathtopride
@DefenceMinIndia
@SpokespersonMoD https://t.co/Dzi2u5C6rg",Technology
72,"A seminar to synergize the key stakeholders &amp; realise  ‘Aatmanirbharta in Defence R&amp;D’ in India is being held on 20 Oct. #DRDO, Industry &amp; Academia will brainstorm on the various steps to be taken to foster original thinking and technology development in the Defence R&amp;D ecosystem https://t.co/Aaz8m0DIKI",Technology
73,"#DRDOUpdates | #DefExpo22 is featuring an Advance Cockpit Simulator of India's futuristic 5th-generation Advanced Medium Combat Aircraft (AMCA)

#PathtoPride 
@DefenceMinIndia
@SpokespersonMoD https://t.co/FQp5FzjOE8",Technology
74,"#DRDOUpdates | Visit the immersive experience zone in Hall No. 10 at #DefExpo22 to experience the augmented and virtual reality Aero, Land, and Naval products
#PathtoPride
@DefenceMinIndia @SpokespersonMoD https://t.co/aBVPCox15T",Technology
75,"#DRDOUpdates | Here is the sneak peak of #DefExpo22
Visit DRDO Hall no. 10, HEC, Gandhinagar, Gujarat
#PathtoPride

@DefenceMinIndia @SpokespersonMoD https://t.co/AjHdAx181C",Technology
76,"#DRDOUpdates | Remembering the Missile Man of India, former President and Bharat Ratna #DrAPJAbdulKalam on his birth anniversary today.

His aspirations and vision for strong India continue to spur our #ResoluteStrides for #AatmanirbharBharat https://t.co/WOaHqHRRfK",Technology
77,"#DRDOUpdates | Walk into 3D ecosphere setup across 17 zones in DRDO Hall No.10 at #DefExpo2022.

Do visit us to witness spectacular display of a gamut of defence products showcasing India's indigenous defence capabilities. 
#PathToPride 

@DefenceMinIndia 
@SpokespersonMoD https://t.co/4NpwtT9is5",Technology
78,"#DRDOUpdates | Showcasing a wide range of advanced Missile systems &amp; technologies at Asia's largest #DefExpo2022. 

Visit Hall No.10 &amp; witness the enthralling display of India's #IndigenousCapabilities 

 #PathToPride with #ResoluteStrides https://t.co/qkZfbwH6Rb",Technology
79,"#DRDOUpdates | MoU between #DRDO and @VIFIndia is signed for long term cooperation towards generating constructive ideas and solutions for strengthening the National Security through brainstorming on technology growth perspectives. 
@DefenceMinIndia 
@SpokespersonMoD https://t.co/FPvT5Kojrh",Technology
80,"#DRDOUpdate | Come witness the full display of indigenously designed and developed Armament, Guns and Ammunition Systems at DRDO Hall No. 10
#DefExpo2022 
@SpokespersonMoD 
@adgpi https://t.co/EFPDWrE0Um",Technology
81,"#DRDOUpdate | Come visit the glory of Indian Naval Weapons and Systems at DRDO Hall No. 10. Key products that will be showcase include TAL, AUV, EW Systems, Varunastra among others.
#DefExpo2022
@SpokespersonMoD 
@indiannavy https://t.co/rpOc0EepBk",Technology
82,"#DRDOUpdates | Armoured Vehicles and Land Systems Zone is set to showcase an extensive display of indigenously developed systems &amp; technologies as a part  of the 3D Ecosphere. Visit us in Hall No. 10 at #DefExpo2022
@DefenceMinIndia 
@SpokespersonMoD https://t.co/yicgDOKqea",Technology
83,#DRDOUpdates | Witness the Aerospace &amp; Aeronautics zone as part of the 3D ecosphere in Hall No. 10 at #DefExpo2022 https://t.co/w3cEBgLSbB,Technology
84,"#DRDO fraternity celebrates the #IAFat90 and their outstanding contribution in safeguarding the Indian skies. We salute the courageous officers and their families of the world’s 4th largest airforce who have instilled pride &amp; passion in our hearts.
#IndianAirForceDay 
@IAF_MCC https://t.co/1iYLULNvsM",Technology
85,"#DRDOUpdates | DRDO is participating in the 12th edition of Asia’s largest defence event #DefExpo22 being held in Gandhinagar between 18–22 Oct. Visit us at Hall No.10 to witness 3D Ecosphere &amp; indigenously developed systems and technologies.
@DefenceMinIndia 
@SpokespersonMoD https://t.co/V9s0MiJYjP",Technology
86,"On the occasion 2nd phase of Special Campaign for Disposal of Pending matters ( SCDPM2.0), which is the implementation phase for the target identified in 1st phase was initiated. As part of Fit India Freedom Run(FIFR) 3.0 plog run event were also organised for cleanliness drive. https://t.co/JRcACBO4gH",Technology
87,"#DRDOUpdates |On the #GandhiJayanti , Secretary DDR&amp;D and Chairman DRDO, DGs &amp; other senior officers celebrated his rich legacy of non violence, truth and universal brotherhood by paying floral tributes at #DRDO Bhawan today. https://t.co/OqbxhWxIYL",Technology
88,"Dr Samir V Kamat, Secretary, DDR&amp;D and all DRDO fraternity extend best wishes to Lt Gen Anil Chauhan (Retd) on being appointed as the Chief of Defence Staff #CDS. We wish you all the success in taking forward the #resolutestrides for #AtmaNirbhartaInDefence for a strong India.",Technology
89,"#DRDOUpdates | Very Short Range Air Defence System (VSHORADS) missile was successfully flight tested from a ground based portable launcher, off the coast of Odisha.
#AtmanirbhartaInDefence 
@PMOIndia 
@DefenceMinIndia 
@SpokespersonMoD 

https://t.co/KCNZ8gm4Uf https://t.co/Kao25RbpHr",Technology
90,"#DRDOUpdates | DRDO and US Department of Defence officials reviewed the ongoing and futuristic Defence R&amp;D activities and decided on a roadmap for future bilateral cooperation
@DefenceMinIndia 
@SpokespersonMoD https://t.co/JYBC6z59I1",Technology
91,"Secretary DDR&amp;D and Directors, IITs will sign MOUs and make these CoEs operationalised soon. These centres would enable research for accelerated development of specific and futuristic technologies for defence &amp; security.",Technology
92,"#DRDOUpdates | Hon’ble Raksha Mantri has approved setting up of 06 new DRDO Industry Academia-Centre of Excellence (DIA-CoE) at IITs (Kanpur, Kharagpur, Roorkee, BHU, Jodhpur &amp; Hyderabad).
@DefenceMinIndia 
@SpokespersonMoD https://t.co/kIPQ7cCmcn",Technology
93,"अखिल भारतीय राजभाषा सम्मलेन, सूरत, गुजरात में डीआरडीओ की गृह पत्रिका ""रक्षा अनुसन्धान भारती"" को माननीय गृह मंत्री श्री अमित शाह जी के कर कमलों द्वारा द्वितीय पुरस्कार प्रदान किया गया। इस अवसर पर डीआरडीओ के  हिंदी में कार्य करने के प्रयासों की सराहना की गयी। 
@SpokespersonMoD https://t.co/9MkDLedn8W",Technology
94,"#DRDOUpdates | DRDO &amp; Indian Army successfully conduct six flight-tests of Quick Reaction Surface to Air Missile system off Odisha coast 
#AtmanirbhartaIndefence 

https://t.co/XSWmLmIXLh

@PMOIndia 
@DefenceMinIndia @SpokespersonMoD https://t.co/jrKG4AbV3X",Technology
95,"#DRDOUpdates | DRDO developed  high strength steel with good impact properties at sub-zero temperatures was used in building of Indian Navy’s First Indigenous Aircraft Carrier INS VIKRANT
#AtmanirbhartaInDefence
@PMOIndia 
@DefenceMinIndia @SpokespersonMoD @indiannavy https://t.co/HodCrt8dxB",Technology
96,"The committee evinced keen interest in live demo, visited exposition of various #defence systems and technologies. They appreciated the developmental efforts of DRDO in strengthening #AtmanirbhartaInDefence",Technology
97,"#DRDOUpdates | Hon'ble MPs and senior officials of the Parliamentary Public Accounts Committee visited Dr APJ Abdul Kalam #MissileComplex, Hyderabad on a study visit today and interacted with scientific fraternity.
@DefenceMinIndia 
@SpokespersonMoD https://t.co/KfuqxbpVoB",Technology
98,"#DRDOUpdates | Defence Institute of High Altitude Research (DIHAR) Organised 29th Ladakhi Kisan-Jawan mela. 
@DefenceMinIndia 
@SpokespersonMoD https://t.co/52n0WyyWfi",Technology
99,"#DRDOUpdates | Parliamentary Standing Committee on Defence visited DRDO labs and reviewed various ongoing projects progressing at ARDE, HEMRL, R&amp;DE (E) and GTRE. The committee witnessed live demo of multiple technologies.
@DefenceMinIndia 
@SpokespersonMoD https://t.co/WuCHLCQnn4",Technology
100,"#DRDOUpdates | Dr Samir V Kamat assumed the charge as Secretary, Department of Defence Research &amp; Development (DDR&amp;D) and Chairman, Defence Research &amp; Development Organisation (#DRDO) today.
@PMOIndia 
@DefenceMinIndia 
@SpokespersonMoD https://t.co/HkYPb9to8g",Technology
101,"#DRDOUpadtes | Vertical Launch Short Range Surface-to-Air Missile successfully flight tested off Odisha coast. The missiles equipped with indigenous RF seeker intercepted the target with high accuracy.
@DefenceMinIndia 
@SpokespersonMoD
@indiannavy 

https://t.co/vnBgd1xmwm",Technology
102,"Parliamentary Committee on Welfare of SC and ST has taken on spot study tour at Hyderabad today. The committee reviewed the implementation status of various directives in DRDO for the welfare of SC and ST employees.
@drkiritpsolanki @kataria4ambala https://t.co/XVcuNacB34",Technology
103,"On the occasion Secretary, DDR&amp;D and Chairman DRDO, Dr. G. Satheesh Reddy, delivered the inaugural address and emphasised on the importance of cyber security and protection of internal data.
@DefenceMinIndia 
@SpokespersonMoD https://t.co/V0egtdEVwM",Technology
104,"#DRDOUpdates | DRDO organised two days Information Security Officers Meet 2022 to strengthen the #cybersecurity mechanisms  and timely mitigate potential cyber attacks, as well as boost protection of DRDO’s digital assets. 
#ISOMEET2022 https://t.co/nqjrkMYB9e",Technology
105,"Leading the Celebration of #IndependenceDay at #RCI, Dr APJ Abdul Kalam Missile Complex,
Dr G Satheesh Reddy, Chairman, DRDO urged upon the scientific fraternity to lead India's #ResoluteStrides for development of cutting edge defence systems. #AatmanirbharBharat
@SpokespersonMoD https://t.co/u57gJn232D",Technology
106,"#HarGharTiranga  celebration at NSTL, RCI, DRDE
#AmritMahotsav 
@SpokespersonMoD https://t.co/gJFzVWuw12",Technology
107,"#DRDOUpdates | #HarGharTiranga  celebration at DG ECS office Bengaluru 
#AmritMahotsav  
@DefenceMinIndia 
@SpokespersonMoD https://t.co/qHrPZtMT9t",Technology
108,"#DRDOUpdates | समस्त देशवासियों को स्वतंत्रता दिवस की हार्दिक शुभकामनाएं |

On #IndependenceDay, we reaffirm our commitment for building a strong &amp; #AatmanirbharBharat. #LeadingSwadeshiPathway 

@PMOIndia @DefenceMinIndia @SpokespersonMoD @adgpi @IAF_MCC @indiannavy https://t.co/eJ5oLdlyyP",Technology
109,"#DRDOUpdates | #HarGharTirangaCampaign at RCI Hyderabad 
@DefenceMinIndia 
@SpokespersonMoD https://t.co/n2tqqJ5GBo",Technology
110,"#DRDOUpdates | #HarGharTiranga #AmritMahotsav 
@DefenceMinIndia 
@SpokespersonMoD https://t.co/zRFJoDdqpE",Technology
